timestamp,open,high,low,close,volume
2019-09-23,430.0000,434.0000,424.0000,424.0000,1330900
2019-09-20,428.0000,434.0000,424.0000,430.0000,1052300
2019-09-19,434.0000,436.0000,424.0000,428.0000,2738000
2019-09-18,414.0000,438.0000,414.0000,434.0000,9544000
2019-09-17,410.0000,418.0000,408.0000,414.0000,3036200
2019-09-16,424.0000,428.0000,406.0000,408.0000,8250300
2019-09-13,442.0000,442.0000,424.0000,426.0000,5508600
2019-09-12,438.0000,446.0000,438.0000,438.0000,4530800
2019-09-11,438.0000,448.0000,436.0000,438.0000,10771500
2019-09-10,420.0000,446.0000,420.0000,438.0000,13481600
2019-09-09,426.0000,430.0000,418.0000,420.0000,2947300
2019-09-06,430.0000,436.0000,426.0000,426.0000,3593200
2019-09-05,406.0000,440.0000,402.0000,428.0000,10633600
2019-09-04,406.0000,410.0000,398.0000,404.0000,5862400
2019-09-03,410.0000,414.0000,400.0000,406.0000,4523200
2019-09-02,434.0000,436.0000,410.0000,410.0000,9385200
2019-08-30,432.0000,442.0000,430.0000,434.0000,5823400
2019-08-29,446.0000,450.0000,432.0000,432.0000,5472500
2019-08-28,452.0000,456.0000,444.0000,444.0000,5542500
2019-08-27,460.0000,464.0000,450.0000,452.0000,5534400
2019-08-26,466.0000,470.0000,456.0000,458.0000,2409200
2019-08-23,458.0000,466.0000,458.0000,466.0000,2479900
2019-08-22,466.0000,468.0000,458.0000,458.0000,4004200
2019-08-21,470.0000,474.0000,464.0000,466.0000,4095500
2019-08-20,474.0000,478.0000,470.0000,470.0000,1712400
2019-08-16,468.0000,478.0000,468.0000,474.0000,2089500
2019-08-15,474.0000,474.0000,466.0000,468.0000,2863200
2019-08-14,476.0000,480.0000,472.0000,474.0000,2613400
2019-08-13,482.0000,482.0000,476.0000,476.0000,3045100
2019-08-12,484.0000,486.0000,480.0000,482.0000,1375400
2019-08-09,482.0000,492.0000,480.0000,482.0000,5030800
2019-08-08,498.0000,498.0000,480.0000,482.0000,4243200
2019-08-07,482.0000,492.0000,480.0000,480.0000,5911100
2019-08-06,484.0000,484.0000,466.0000,480.0000,11418300
2019-08-05,496.0000,498.0000,480.0000,484.0000,7836400
2019-08-02,498.0000,500.0000,494.0000,496.0000,5388300
2019-08-01,505.0000,505.0000,498.0000,498.0000,4001400
2019-07-31,500.0000,505.0000,498.0000,505.0000,3855700
2019-07-30,500.0000,505.0000,500.0000,500.0000,939400
2019-07-29,505.0000,505.0000,498.0000,500.0000,7232300
2019-07-26,505.0000,510.0000,500.0000,505.0000,2719500
2019-07-25,510.0000,510.0000,505.0000,505.0000,2714800
2019-07-24,505.0000,510.0000,500.0000,505.0000,3523700
2019-07-23,510.0000,510.0000,505.0000,505.0000,1929900
2019-07-22,510.0000,515.0000,505.0000,505.0000,2176200
2019-07-19,515.0000,520.0000,510.0000,510.0000,2226600
2019-07-18,515.0000,520.0000,510.0000,515.0000,2344400
2019-07-17,525.0000,530.0000,510.0000,515.0000,8545700
2019-07-16,510.0000,535.0000,510.0000,525.0000,35780600
2019-07-15,500.0000,510.0000,500.0000,510.0000,15232800
2019-07-12,505.0000,505.0000,500.0000,500.0000,18799700
2019-07-11,500.0000,510.0000,500.0000,500.0000,3585900
2019-07-10,505.0000,510.0000,500.0000,500.0000,5162800
2019-07-09,510.0000,510.0000,500.0000,505.0000,4167600
2019-07-08,500.0000,510.0000,500.0000,510.0000,8834200
2019-07-05,505.0000,510.0000,500.0000,500.0000,8387200
2019-07-04,505.0000,510.0000,505.0000,505.0000,2599300
2019-07-03,505.0000,510.0000,500.0000,505.0000,3494100
2019-07-02,505.0000,510.0000,505.0000,505.0000,5029000
2019-07-01,505.0000,515.0000,505.0000,505.0000,4944300
2019-06-28,500.0000,510.0000,500.0000,505.0000,6611100
2019-06-27,500.0000,510.0000,500.0000,500.0000,1758100
2019-06-26,510.0000,510.0000,498.0000,500.0000,11372200
2019-06-25,505.0000,510.0000,505.0000,510.0000,1162100
2019-06-24,505.0000,510.0000,500.0000,505.0000,2434800
2019-06-21,510.0000,510.0000,500.0000,505.0000,3124300
2019-06-20,505.0000,510.0000,500.0000,510.0000,4928100
2019-06-19,500.0000,510.0000,500.0000,510.0000,4417800
2019-06-18,500.0000,505.0000,498.0000,500.0000,4968500
2019-06-17,505.0000,510.0000,498.0000,500.0000,7099100
2019-06-14,505.0000,510.0000,500.0000,505.0000,3263700
2019-06-13,510.0000,515.0000,505.0000,505.0000,6395900
2019-06-12,520.0000,520.0000,510.0000,510.0000,5428500
2019-06-11,520.0000,525.0000,515.0000,515.0000,3895200
2019-06-10,515.0000,520.0000,515.0000,520.0000,4090100
2019-06-07,515.0000,515.0000,515.0000,515.0000,0
2019-06-06,515.0000,515.0000,515.0000,515.0000,0
2019-06-05,515.0000,515.0000,515.0000,515.0000,0
2019-06-04,515.0000,515.0000,515.0000,515.0000,0
2019-06-03,515.0000,515.0000,515.0000,515.0000,0
2019-05-31,525.0000,525.0000,505.0000,515.0000,10456200
2019-05-30,515.0000,515.0000,515.0000,515.0000,0
2019-05-29,510.0000,525.0000,505.0000,515.0000,3740700
2019-05-28,520.0000,525.0000,505.0000,510.0000,5884500
2019-05-27,505.0000,520.0000,500.0000,515.0000,12027500
2019-05-24,505.0000,510.0000,500.0000,505.0000,9742400
2019-05-23,505.0000,510.0000,500.0000,505.0000,6428400
2019-05-22,500.0000,505.0000,500.0000,500.0000,1428500
2019-05-21,500.0000,515.0000,500.0000,500.0000,9078400
2019-05-20,500.0000,505.0000,492.0000,500.0000,3952100
2019-05-17,505.0000,505.0000,498.0000,500.0000,4506800
2019-05-16,505.0000,510.0000,492.0000,500.0000,8155300
2019-05-15,510.0000,525.0000,505.0000,505.0000,12404600
2019-05-14,520.0000,520.0000,505.0000,510.0000,11207600
2019-05-13,530.0000,535.0000,510.0000,520.0000,10735500
2019-05-10,535.0000,535.0000,520.0000,530.0000,4857800
2019-05-09,540.0000,540.0000,530.0000,530.0000,6368300
2019-05-08,540.0000,545.0000,535.0000,535.0000,4533800
2019-05-07,545.0000,545.0000,535.0000,540.0000,6869000
2019-05-06,550.0000,550.0000,535.0000,540.0000,4404500
