timestamp,open,high,low,close,volume
2019-09-23,4160.0000,4200.0000,4160.0000,4180.0000,84900300
2019-09-20,4200.0000,4220.0000,4130.0000,4160.0000,217504200
2019-09-19,4200.0000,4230.0000,4200.0000,4220.0000,92108100
2019-09-18,4240.0000,4260.0000,4210.0000,4240.0000,76406800
2019-09-17,4160.0000,4250.0000,4130.0000,4250.0000,107125600
2019-09-16,4290.0000,4290.0000,4100.0000,4190.0000,132616600
2019-09-13,4320.0000,4320.0000,4280.0000,4310.0000,56092800
2019-09-12,4300.0000,4350.0000,4270.0000,4280.0000,87101400
2019-09-11,4150.0000,4260.0000,4150.0000,4250.0000,114308200
2019-09-10,4180.0000,4190.0000,4150.0000,4190.0000,69287000
2019-09-09,4290.0000,4290.0000,4170.0000,4170.0000,68317900
2019-09-06,4260.0000,4290.0000,4250.0000,4270.0000,114425200
2019-09-05,4220.0000,4230.0000,4180.0000,4220.0000,77131600
2019-09-04,4180.0000,4180.0000,4100.0000,4160.0000,76686000
2019-09-03,4180.0000,4270.0000,4130.0000,4150.0000,76155900
2019-09-02,4270.0000,4280.0000,4210.0000,4220.0000,68472900
2019-08-30,4190.0000,4270.0000,4120.0000,4270.0000,108998100
2019-08-29,4220.0000,4220.0000,4160.0000,4200.0000,68027100
2019-08-28,4220.0000,4240.0000,4190.0000,4190.0000,99957200
2019-08-27,4130.0000,4210.0000,4080.0000,4200.0000,178201800
2019-08-26,4020.0000,4070.0000,4000.0000,4070.0000,64788000
2019-08-23,4030.0000,4100.0000,4020.0000,4080.0000,58236900
2019-08-22,4060.0000,4140.0000,4000.0000,4070.0000,124079400
2019-08-21,4100.0000,4170.0000,4040.0000,4050.0000,84386400
2019-08-20,4180.0000,4200.0000,4090.0000,4100.0000,102619200
2019-08-19,4130.0000,4220.0000,4130.0000,4180.0000,60369000
2019-08-16,4250.0000,4260.0000,4200.0000,4210.0000,93606900
2019-08-15,4210.0000,4280.0000,4180.0000,4250.0000,115233200
2019-08-14,4330.0000,4350.0000,4310.0000,4330.0000,93273200
2019-08-13,4330.0000,4330.0000,4250.0000,4280.0000,80133600
2019-08-12,4380.0000,4380.0000,4290.0000,4300.0000,51057200
2019-08-09,4330.0000,4350.0000,4300.0000,4330.0000,82471300
2019-08-08,4250.0000,4320.0000,4250.0000,4290.0000,93336500
2019-08-07,4140.0000,4290.0000,4140.0000,4250.0000,146976400
2019-08-06,4100.0000,4210.0000,4020.0000,4100.0000,247636800
2019-08-05,4410.0000,4420.0000,4270.0000,4270.0000,150837200
2019-08-02,4400.0000,4470.0000,4390.0000,4450.0000,119342500
2019-08-01,4490.0000,4510.0000,4410.0000,4450.0000,143626600
2019-07-31,4500.0000,4510.0000,4450.0000,4480.0000,105834600
2019-07-30,4500.0000,4500.0000,4460.0000,4500.0000,68755800
2019-07-29,4480.0000,4480.0000,4440.0000,4460.0000,91877000
2019-07-26,4410.0000,4470.0000,4400.0000,4440.0000,77381500
2019-07-25,4470.0000,4480.0000,4450.0000,4460.0000,60404000
2019-07-24,4520.0000,4520.0000,4440.0000,4450.0000,53053100
2019-07-23,4500.0000,4500.0000,4470.0000,4490.0000,43317300
2019-07-22,4500.0000,4510.0000,4460.0000,4500.0000,41944400
2019-07-19,4450.0000,4490.0000,4440.0000,4480.0000,64335100
2019-07-18,4500.0000,4510.0000,4440.0000,4450.0000,77028200
2019-07-17,4520.0000,4550.0000,4500.0000,4520.0000,65303400
2019-07-16,4500.0000,4550.0000,4500.0000,4550.0000,84477400
2019-07-15,4540.0000,4560.0000,4520.0000,4530.0000,68954800
2019-07-12,4510.0000,4540.0000,4490.0000,4510.0000,64575400
2019-07-11,4490.0000,4540.0000,4480.0000,4510.0000,91416500
2019-07-10,4410.0000,4480.0000,4400.0000,4470.0000,80977700
2019-07-09,4370.0000,4410.0000,4370.0000,4410.0000,64718300
2019-07-08,4380.0000,4410.0000,4370.0000,4400.0000,46233200
2019-07-05,4420.0000,4420.0000,4380.0000,4400.0000,53771200
2019-07-04,4360.0000,4400.0000,4360.0000,4390.0000,38687900
2019-07-03,4390.0000,4420.0000,4360.0000,4400.0000,74371900
2019-07-02,4420.0000,4420.0000,4360.0000,4410.0000,134440200
2019-07-01,4400.0000,4420.0000,4380.0000,4420.0000,104844900
2019-06-28,4370.0000,4400.0000,4350.0000,4360.0000,102580700
2019-06-27,4380.0000,4390.0000,4350.0000,4380.0000,81746600
2019-06-26,4330.0000,4370.0000,4320.0000,4360.0000,102850200
2019-06-25,4350.0000,4350.0000,4290.0000,4330.0000,59456000
2019-06-24,4310.0000,4350.0000,4290.0000,4310.0000,82569600
2019-06-21,4290.0000,4360.0000,4260.0000,4360.0000,170191100
2019-06-20,4330.0000,4330.0000,4280.0000,4310.0000,107715700
2019-06-19,4320.0000,4340.0000,4280.0000,4290.0000,167220600
2019-06-18,4180.0000,4260.0000,4180.0000,4260.0000,158342200
2019-06-17,4250.0000,4250.0000,4200.0000,4200.0000,55193600
2019-06-14,4170.0000,4240.0000,4170.0000,4230.0000,72298800
2019-06-13,4250.0000,4250.0000,4180.0000,4200.0000,116825700
2019-06-12,4170.0000,4210.0000,4170.0000,4210.0000,92904100
2019-06-11,4250.0000,4250.0000,4150.0000,4230.0000,116270900
2019-06-10,4220.0000,4270.0000,4200.0000,4230.0000,196745300
2019-06-07,4100.0000,4100.0000,4100.0000,4100.0000,0
2019-06-06,4100.0000,4100.0000,4100.0000,4100.0000,0
2019-06-05,4100.0000,4100.0000,4100.0000,4100.0000,0
2019-06-04,4100.0000,4100.0000,4100.0000,4100.0000,0
2019-06-03,4100.0000,4100.0000,4100.0000,4100.0000,0
2019-05-31,3990.0000,4120.0000,3980.0000,4100.0000,261104200
2019-05-30,3940.0000,3940.0000,3940.0000,3940.0000,0
2019-05-29,3890.0000,3950.0000,3860.0000,3940.0000,139713200
2019-05-28,3930.0000,3950.0000,3810.0000,3810.0000,376621800
2019-05-27,3900.0000,3970.0000,3860.0000,3920.0000,123578400
2019-05-24,3780.0000,3930.0000,3770.0000,3850.0000,150398400
2019-05-23,3820.0000,3890.0000,3800.0000,3850.0000,209226900
2019-05-22,3710.0000,3830.0000,3710.0000,3770.0000,118633800
2019-05-21,3800.0000,3840.0000,3710.0000,3750.0000,206532500
2019-05-20,3800.0000,3850.0000,3660.0000,3750.0000,165275800
2019-05-17,3910.0000,3910.0000,3770.0000,3790.0000,155199000
2019-05-16,3940.0000,3990.0000,3820.0000,3860.0000,144094800
2019-05-15,4050.0000,4060.0000,3890.0000,3890.0000,167394600
2019-05-14,4000.0000,4090.0000,3970.0000,4050.0000,115090400
2019-05-13,4130.0000,4140.0000,4100.0000,4100.0000,71877200
2019-05-10,4100.0000,4160.0000,4090.0000,4120.0000,120282900
2019-05-09,4140.0000,4160.0000,4120.0000,4120.0000,163340000
2019-05-08,4250.0000,4250.0000,4180.0000,4220.0000,120152500
2019-05-07,4210.0000,4280.0000,4210.0000,4250.0000,112789100
